"","raw_batch1_07262021_MT___MT_20210726_001","raw_batch1_07262021_MT___MT_20210726_003","raw_batch1_07262021_MT___MT_20210726_005","raw_batch1_07262021_MT___MT_20210726_007","raw_batch1_07262021_MT___MT_20210726_009","raw_batch1_07262021_MT___MT_20210726_095","raw_batch1_07262021_MT___MT_20210726_097","raw_batch1_07262021_MT___MT_20210726_193","raw_batch1_07262021_MT___Blank_20210726_003"
"F31763",0,0,0,0,0,0,0,0,0
"F31765",0,0,0,0,0,0,0,0,0
"F31766",0,0,0,0,0,0,0,0,0
"F31767",0,0,0,0,0,0,0,0,0
"F31768",79393093,166002367,211547931,218889555,211461336,217354535,210752258,200671186,217126199
"F31769",0,0,0,0,0,0,0,0,0
"F31770",0,0,0,0,0,0,0,0,0
"F31771",0,0,0,0,0,0,0,0,0
"F31772",0,0,0,0,0,0,0,0,0
"F31773",0,0,0,0,0,0,0,0,0
"F31774",0,0,0,0,0,0,0,0,0
"F31780",0,0,0,0,0,0,0,0,0
"F31782",0,0,0,0,0,0,0,0,0
"F31787",0,0,0,0,0,0,0,0,0
"F31788",0,0,0,0,0,0,0,0,0
"F31789",0,0,0,0,0,0,0,0,0
"F31790",0,0,0,0,0,0,0,0,0
"F31791",0,0,0,0,0,0,0,0,0
"F31792",0,0,0,0,0,0,0,0,0
"F31793",0,0,0,0,0,0,0,0,0
"F31794",0,0,0,0,0,0,0,0,0
"F31795",0,0,0,0,0,0,0,0,0
"F31798",5381066,3546277,4363745,4618325,4432227,4179251,4677803,5503873,0
"F31799",3057529,3122966,3171373,2755865,2836273,3072341,2752916,2997178,0
"F31800",858408,800282,872375,835130,829071,907139,926650,862479,0
"F31801",0,1415600,1508007,1687356,1642294,1776643,1875288,1599613,0
"F31806",0,0,0,0,0,0,0,0,0
"F31807",0,0,0,0,0,0,0,0,0
"F31808",0,0,0,0,0,0,0,0,0
"F31809",0,0,0,0,0,0,0,0,0
"F31810",0,0,0,0,0,0,0,0,0
"F31811",0,0,0,0,0,0,0,0,0
"F31812",0,669125,1134519,1214354,1108115,953187,1198067,1005901,0
"F31813",0,0,0,0,0,0,557049,0,0
"F31814",0,0,0,0,0,0,131431,0,0
"F31815",0,0,0,0,0,0,0,0,0
"F31820",0,0,0,0,0,0,0,0,0
"F31821",0,0,0,0,0,0,0,0,0
"F31822",0,2496573,2589923,2619049,2529182,2235170,2176099,0,2612950
"F31823",0,568170,598806,583541,575724,843038,787475,2592010,718422
"F31824",0,249353,234333,356389,388363,380802,436063,592606,573193
"F31825",0,155078,154492,172201,194669,264369,271630,279990,409012
"F31826",0,653648,1042176,717326,720747,1167615,899538,1220021,614813
"F31827",0,545492,793775,705134,700559,1204703,957334,1073506,376879
"F31828",0,349578,588362,941494,936124,1105265,1150082,969296,579676
"F31829",0,720252,474945,1068234,1245005,772777,1338353,927045,884905
"F31830",0,393665,380691,462402,413163,381679,431204,387023,392922
"F31832",0,189411,186574,245869,234336,415492,430183,544382,95735
"F31833",0,58647,15655,48300,65994,161872,192256,213443,6376
"F31834",0,0,0,0,0,0,0,0,0
"F31836",0,0,0,0,0,0,0,0,0
"F31837",0,0,0,0,0,0,0,0,0
"F31841",0,0,0,0,0,0,0,0,0
"F31842",0,0,0,0,0,0,0,0,0
"F31843",0,0,0,0,0,0,0,0,0
"F31844",1127288,1144046,1813818,1176791,1333072,1368955,1973045,1566007,0
"F31845",1457195,1152199,1028746,933866,919756,865743,918476,838045,0
"F31849",0,0,0,0,0,0,0,0,0
"F31850",0,0,0,0,0,0,0,0,0
"F31853",0,0,0,0,0,0,0,0,0
"F31854",0,0,0,0,0,0,0,0,0
"F31855",0,0,0,0,0,0,0,0,0
"F31856",0,0,630733,0,0,0,943550,0,0
"F31857",0,0,78896,0,0,0,0,0,0
"F31858",0,0,8645,0,0,0,0,0,0
"F31859",0,0,0,0,0,0,0,0,0
"F31860",0,0,0,0,0,0,0,0,0
"F31861",0,0,0,0,0,0,0,0,0
"F31862",1382180,1117133,519538,491777,607209,746273,832551,957792,0
"F31864",0,0,0,0,0,0,0,0,0
"F31865",0,0,0,0,0,0,0,0,0
"F31866",0,0,0,0,0,0,0,0,0
"F31867",0,0,0,0,0,0,0,0,0
"F31868",0,0,0,0,0,0,0,0,0
"F31869",0,0,0,0,0,0,0,0,0
"F31870",0,0,0,0,0,0,0,0,0
"F31871",0,0,0,0,0,0,0,0,0
"F31872",0,0,0,0,0,0,0,0,0
"F31873",0,0,0,0,0,0,0,0,0
"F31874",0,0,0,0,0,0,0,0,0
"F31875",0,0,0,0,0,0,0,0,0
"F31876",0,0,0,0,0,0,0,0,0
"F31878",0,0,0,0,0,0,0,0,0
"F31879",0,0,0,0,0,0,0,0,0
"F31880",0,0,0,0,0,0,0,0,0
"F31881",0,0,3575711,0,0,4149855,0,0,0
"F31883",0,0,0,0,0,0,0,0,0
"F31884",0,0,0,0,0,0,0,0,0
"F31885",0,0,0,0,0,0,0,0,0
"F31886",0,0,0,802577,0,0,802874,0,0
"F31887",0,0,0,29853,0,0,27313,0,0
"F31888",0,0,0,0,0,0,0,0,0
"F31889",0,0,0,0,0,0,0,0,0
"F31890",0,0,0,0,0,0,524383,736307,0
"F31893",0,0,0,0,0,0,0,0,0
"F31894",0,0,0,0,0,0,0,0,0
"F31895",0,0,0,0,0,0,0,0,0
"F31898",0,0,0,0,0,0,0,0,0
"F31899",0,0,0,0,0,0,0,4316528,0
"F31900",0,0,0,0,0,0,0,0,0
"F31901",0,0,0,0,0,0,0,13507,0
"F31902",0,0,0,0,0,0,0,0,0
"F31903",0,0,0,0,0,0,0,6898675,0
"F31904",0,0,0,0,0,0,0,0,0
"F31905",0,0,0,0,0,0,0,0,0
"F31906",0,0,0,0,0,0,0,0,0
"F31907",0,0,0,0,0,0,0,0,0
"F31908",0,0,0,0,0,0,0,0,0
"F31910",0,0,0,0,0,0,0,0,0
"F31912",0,0,0,0,0,0,0,0,0
"F31913",0,0,0,0,0,0,0,0,0
"F31914",0,0,0,0,0,0,0,0,0
"F31915",0,0,0,0,0,0,0,0,0
"F31916",0,0,0,0,0,0,0,0,0
"F31917",0,0,0,0,0,0,0,0,0
"F31918",0,0,0,0,0,0,0,0,0
"F31919",0,0,0,0,0,0,0,0,0
"F31920",0,0,0,0,0,0,0,0,0
"F31921",0,0,0,0,0,0,0,0,0
"F31922",0,0,0,0,0,0,0,0,0
"F31923",0,0,0,0,0,0,0,0,0
"F31924",0,0,0,0,0,0,0,0,0
"F31925",0,0,0,0,0,0,0,0,0
"F31926",0,0,0,0,0,0,0,0,0
"F31927",0,0,0,0,0,0,0,0,0
"F31928",0,0,0,0,0,0,478644,0,0
"F31929",1700846,1457102,1600710,1432741,1658422,1511067,1651377,1780035,0
"F31930",0,0,0,0,0,0,0,0,0
"F31931",0,0,0,0,0,0,0,0,0
"F31933",0,0,0,0,0,0,0,0,0
"F31934",2612725,4254561,3032789,5430822,4716080,6547965,5914883,3855168,0
"F31935",0,0,0,0,0,0,0,0,0
"F31937",1311621,0,0,0,0,2824214,0,919240,0
"F31938",0,0,0,0,0,0,0,0,0
"F31939",0,0,0,0,0,0,0,0,0
"F31940",0,0,0,0,0,0,0,0,0
"F31941",999183,1551630,1582712,1339953,1754248,2655916,2312935,2225551,0
"F31942",990246,0,0,0,0,2501433,0,1241634,0
"F31943",0,0,0,0,0,0,0,0,0
"F31944",0,0,0,0,0,0,0,0,0
"F31946",360672,780957,1162905,1342844,1372119,1519812,1263074,1304984,0
"F31947",150412,427887,531390,530351,509964,539147,570933,555902,0
"F31948",0,0,0,0,0,0,0,0,0
"F31949",0,287577,57738,0,177869,0,0,0,0
"F31955",0,0,529072,413750,409369,717008,500082,543309,0
"F31956",0,0,211355,325485,388963,347144,341278,410186,0
"F31958",0,0,0,0,0,0,0,0,0
"F31959",0,0,0,0,0,0,0,0,0
"F31960",0,0,0,0,0,0,0,0,0
"F31961",0,0,0,0,0,0,0,0,0
"F31962",0,0,0,0,0,0,0,0,0
"F31963",0,0,0,0,0,0,0,0,0
"F31964",0,0,0,0,0,0,0,0,0
"F31965",0,0,0,0,0,0,0,0,0
"F31966",0,261703,394968,0,770633,0,848883,696763,0
"F31967",0,7411,21725,0,0,0,9160,10443,0
"F31968",0,0,0,0,0,0,0,0,0
"F31969",0,0,1119143,989053,1097424,1128404,1013890,1058992,0
"F31970",0,0,0,0,0,0,0,0,0
"F31971",0,620901,858091,902065,617214,811747,628642,589291,0
"F31972",0,0,0,0,0,0,0,0,0
"F31973",0,0,0,0,0,0,0,0,0
"F31974",0,0,0,0,0,0,0,0,0
"F31975",0,0,0,0,0,0,0,0,0
"F31976",0,0,0,0,0,0,0,746166,0
"F31977",0,0,0,0,0,0,0,0,0
"F31979",0,0,0,0,0,0,0,0,0
"F31980",0,0,0,0,0,0,0,0,0
"F31981",0,0,0,0,0,0,0,0,0
"F31982",0,0,0,0,0,0,0,0,0
"F31983",0,0,0,0,0,0,0,0,0
"F31984",0,0,0,0,0,0,0,0,0
"F31985",0,0,0,0,0,0,0,0,0
"F31986",0,0,0,0,0,0,0,0,0
"F31987",0,0,0,0,0,0,0,0,0
"F31989",0,0,0,0,0,0,0,0,0
"F31990",0,0,0,0,0,0,0,0,0
"F31991",0,0,0,0,0,0,0,0,0
"F31992",0,0,0,0,0,0,0,0,0
"F31993",0,0,0,0,0,0,0,0,0
"F31995",0,0,0,0,0,0,0,0,0
"F31996",0,0,0,0,0,0,0,0,0
"F31997",5388025,6569807,6734056,6932667,6908851,6224308,5431352,5208568,0
"F31998",0,1483700,2472454,2654493,1868733,2138242,2257830,2554142,0
"F31999",0,0,0,0,0,0,0,0,0
"F32001",0,0,0,0,0,0,0,0,0
"F32003",0,0,0,0,0,0,0,0,0
"F32004",0,0,0,0,0,0,0,0,0
"F32005",0,0,0,0,0,0,0,0,0
"F32007",0,0,0,0,0,0,0,0,0
"F32008",702701,1387311,1889689,2315673,2253339,2072947,2225811,1888245,579318
"F32009",0,0,0,0,0,0,0,0,0
"F32012",0,0,0,0,0,0,0,0,0
"F32013",0,0,0,0,0,0,0,0,0
"F32014",0,0,0,0,0,0,0,0,0
"F32016",0,0,0,0,0,0,0,0,0
"F32017",615604,0,0,0,0,0,0,0,0
"F32018",0,0,0,0,0,0,0,0,0
"F32019",0,0,0,0,0,0,0,0,0
"F32020",0,0,0,0,0,0,0,0,0
"F32021",0,0,0,0,0,0,0,0,0
"F32022",21773,97084,93617,104858,70164,0,0,0,0
"F32023",1173733,1115033,901610,987573,1006629,0,579730,0,0
"F32025",0,0,0,0,0,0,0,0,0
"F32026",0,0,0,0,0,0,0,0,0
"F32031",0,0,0,0,0,0,0,0,0
"F32034",0,0,0,0,0,0,0,0,0
"F32035",0,0,0,0,0,0,0,0,0
"F32036",0,0,0,0,0,0,0,0,0
"F32037",0,0,0,0,0,0,0,0,0
"F32038",0,0,0,0,0,1080060,0,0,0
"F32039",0,0,0,0,0,0,0,0,0
"F32040",0,0,0,0,0,0,0,0,0
"F32041",0,0,0,0,0,0,0,0,0
"F32042",0,0,0,0,0,0,0,0,0
"F32043",0,0,0,0,0,0,0,0,0
"F32044",0,0,0,0,0,0,0,0,0
"F32045",0,0,0,0,0,0,0,0,0
"F32046",0,0,0,0,0,0,0,0,0
"F32047",0,0,0,0,0,0,0,0,0
"F32048",0,0,0,0,0,0,0,0,0
"F32049",0,0,0,0,0,0,0,0,0
"F32050",0,0,0,0,0,0,0,0,0
"F32051",0,0,0,0,0,0,0,0,0
"F32052",0,0,0,0,0,0,0,0,0
"F32053",0,0,0,0,0,0,0,0,0
"F32054",0,0,4337247,5182840,0,0,5286220,5774023,0
"F32055",0,0,0,0,0,0,0,0,0
"F32056",0,0,0,0,0,0,0,0,0
"F32057",0,0,0,0,0,0,0,0,0
"F32058",0,0,0,0,0,0,0,0,0
"F32059",0,0,0,0,0,0,0,0,0
"F32060",0,0,0,0,0,0,0,0,0
"F32061",0,0,0,0,0,0,0,0,0
"F32062",0,0,0,0,0,0,0,0,0
"F32063",0,0,0,0,0,0,0,0,0
"F32064",0,0,0,0,0,0,0,0,0
"F32065",0,0,0,0,0,0,0,0,0
"F32066",0,0,0,0,0,0,0,0,0
"F32067",0,0,0,0,0,0,0,0,0
"F32068",0,0,0,0,0,0,0,0,0
"F32069",0,0,0,0,0,0,0,0,0
"F32070",0,0,0,0,0,0,0,0,0
"F32071",0,0,0,0,0,0,0,0,0
"F32072",20761433,44295848,54596055,52908806,56469285,57251600,56432206,52079915,57960221
"F32074",0,0,0,0,0,0,0,0,0
"F32075",0,0,0,0,0,0,0,0,0
"F32077",0,0,0,0,0,0,0,0,0
"F32078",0,0,0,1841787,1766890,2071896,2198390,2423806,0
"F32080",0,0,0,0,0,0,0,0,0
"F32081",0,0,0,0,0,0,0,0,0
"F32082",0,0,0,0,0,0,0,0,0
"F32083",0,0,0,0,0,0,0,0,0
"F32084",0,0,0,0,0,0,0,0,0
"F32085",0,0,0,0,0,0,0,0,0
"F32087",0,0,0,0,0,0,0,0,0
"F32094",0,0,0,0,0,0,0,0,0
"F32095",0,0,0,0,0,0,0,0,0
"F32097",0,0,0,0,0,0,0,0,0
"F32098",0,0,0,0,0,0,0,0,0
"F32099",775301,932214,759635,857792,792850,860044,1011574,796576,1714173
"F32100",1511664,1307023,1238797,1149369,1199535,1201001,1114860,1371286,1802639
"F32101",2450433,3148620,3181264,3060883,3052149,3864155,2679298,3486781,0
"F32102",0,0,0,0,0,0,0,0,0
"F32103",0,0,0,0,0,0,0,0,0
"F32104",0,0,0,0,0,0,0,0,0
"F32105",0,0,0,0,0,0,0,0,0
"F32106",0,0,0,0,0,0,0,0,0
"F32107",0,0,1289280,0,1551257,0,0,1343578,0
"F32108",0,0,0,0,0,0,0,0,0
"F32109",0,0,0,132388,0,0,0,0,0
"F32110",0,0,0,244594,0,0,0,0,0
"F32111",0,0,0,169999,0,0,0,0,0
"F32112",0,0,0,16115,0,0,0,0,0
"F32113",651248,506427,528155,547940,0,520158,536106,487588,0
"F32114",113227,133127,120126,121968,0,139334,101621,82875,0
"F32116",2324960,8668684,11600390,11779884,12614258,11102346,12345188,12389865,0
"F32117",0,0,0,0,0,0,0,0,0
"F32118",0,0,0,0,0,0,0,0,0
"F32119",14617532,9038789,7827342,0,0,0,0,6232921,0
"F32120",0,0,1706188,1844450,2128702,2235730,1681488,2130367,0
"F32121",0,0,0,0,0,0,0,0,0
"F32122",0,0,0,0,0,0,0,0,0
"F32123",0,584057,466294,356205,458174,392475,442532,553943,0
"F32130",0,0,0,0,0,0,0,0,0
"F32131",0,0,0,7482012,7495794,10581419,7302005,0,0
"F32132",18050211,24735566,28405212,30129995,28027604,29225714,28499973,27762725,17125001
"F32133",437848,906816,1208418,1409769,1401084,1310139,1384811,1552063,395219
"F32134",0,0,0,0,0,0,0,0,0
"F32135",0,0,762193,822827,876708,733589,755761,704667,0
"F32136",0,0,529493,0,0,0,0,0,0
"F32137",0,0,0,0,0,0,0,0,0
"F32138",0,0,0,0,0,0,0,0,0
"F32142",0,0,0,0,0,0,0,0,0
"F32143",0,0,0,515235,538330,436219,434885,0,564904
"F32144",0,0,0,86447,91451,113089,114106,617025,103865
"F32145",0,0,0,0,0,48252,62415,0,52079
"F32146",0,0,0,0,0,14404,0,0,0
"F32147",0,0,0,152328,85344,300856,237829,256571,102203
"F32148",0,0,0,163420,124222,119063,250221,131829,84548
"F32149",0,0,0,95239,109652,61006,144663,60186,118973
"F32150",0,0,0,72923,70535,68981,136074,73756,41565
"F32152",0,0,0,18344,9701,72590,81941,101490,8838
"F32153",0,0,0,0,0,31839,8748,32014,0
"F32154",0,0,0,0,0,0,0,0,0
"F32155",2265039,3021132,1925958,1647036,2088780,1228070,918884,648803,287742
"F32156",0,0,0,0,0,0,0,0,0
"F32157",1519358,1399144,1160547,1319452,1238650,967456,911353,855270,494404
"F32158",183445,156396,134105,131363,162991,238005,203869,117777,0
"F32159",0,0,0,0,0,0,0,0,0
"F32160",0,0,0,0,0,0,0,0,0
"F32161",0,0,0,0,0,0,0,0,0
"F32163",0,0,0,0,0,0,0,0,0
"F32166",178285949,147328636,137610158,133739768,115821376,140830604,138602357,125316345,0
"F32167",0,0,0,0,0,0,0,0,0
"F32168",0,0,0,0,0,0,0,0,0
"F32169",0,0,0,0,0,0,0,0,0
"F32174",0,0,0,0,0,0,0,0,0
"F32175",0,0,0,0,0,0,0,0,0
"F32176",55897,144582,157221,94077,66601,0,0,0,0
"F32177",5449435,3647090,3374874,3103991,3275107,0,2127181,0,0
"F32178",0,0,0,0,0,0,0,0,0
"F32179",0,0,0,0,0,0,0,0,0
"F32180",0,0,0,0,0,0,0,0,0
"F32186",0,0,0,0,0,0,0,0,0
"F32187",0,0,1060724,1086891,1152891,1053035,1142529,1086592,0
"F32188",0,0,109867,158496,49379,118680,90858,102194,0
"F32189",1425908,0,1247432,0,831064,0,0,0,0
"F32191",0,0,0,0,0,0,0,0,0
"F32192",0,0,0,0,0,0,0,0,0
"F32194",514591,551010,373102,462731,485784,0,426454,371267,999641
"F32195",901738,604472,520844,581003,686768,0,693412,574301,1163134
"F32196",0,0,0,0,0,0,0,0,0
"F32197",0,0,0,0,0,0,0,0,0
"F32198",0,0,0,0,0,0,0,0,0
"F32199",0,0,0,0,0,0,0,0,0
"F32200",0,849606,0,0,827486,0,0,0,0
"F32201",0,0,0,0,0,0,0,0,0
"F32202",0,0,0,0,0,0,0,0,0
"F32203",209539,547917,0,0,0,0,0,0,0
"F32204",86480,194874,0,0,0,0,0,0,0
"F32206",0,0,0,0,0,0,0,0,0
"F32207",3826597,5375962,6790020,6988702,6578093,6930090,6437128,6413858,3804425
"F32208",0,0,0,0,0,0,0,0,0
"F32209",0,0,0,0,0,0,0,0,0
"F32211",7368339,7608811,7598796,7544750,7708063,6813975,7257770,6817189,3992078
"F32213",0,0,0,0,0,0,0,0,0
"F32214",0,0,0,0,0,0,0,0,0
"F32215",0,0,0,0,0,0,0,0,0
"F32216",0,0,0,0,0,0,0,0,0
"F32217",0,0,0,0,0,0,0,0,0
"F32218",0,0,0,0,0,0,0,0,0
"F32219",1953135,1522176,1627376,0,1463215,0,536868,0,0
"F32220",0,0,0,0,0,0,0,0,0
"F32221",0,0,0,0,0,0,0,0,0
"F32223",0,0,0,0,0,0,0,0,0
"F32224",0,0,0,0,0,0,0,0,0
"F32225",0,0,0,0,0,0,0,0,0
"F32226",839327,889214,941879,548760,734108,913829,1010433,866275,0
"F32227",0,0,0,0,0,0,0,0,0
"F32228",0,0,0,0,0,0,0,0,0
"F32229",0,0,0,0,0,0,0,0,0
"F32231",0,0,0,0,0,0,0,0,0
"F32232",29618117,23216668,19404478,21455806,21691451,0,18590672,23066228,0
"F32233",0,0,0,0,0,0,0,0,0
"F32237",0,0,0,0,0,0,0,0,0
"F32238",0,0,0,0,0,1211594,927773,2715759,0
"F32239",0,0,0,0,0,0,0,0,0
"F32240",826655,657218,730940,0,0,0,0,0,0
"F32241",0,0,0,0,0,0,0,0,0
"F32242",0,0,0,0,0,0,0,0,0
"F32243",0,0,0,0,0,0,0,0,0
"F32244",0,0,0,0,0,0,0,0,0
"F32245",0,0,0,0,0,0,0,0,0
"F32246",0,0,0,0,0,0,0,0,0
"F32248",0,0,0,0,0,0,0,0,0
"F32249",0,0,0,0,0,0,0,0,0
"F32250",0,0,0,0,0,0,0,0,0
"F32251",0,0,0,0,0,0,0,0,0
"F32252",0,0,0,0,0,0,0,0,0
"F32253",0,0,0,0,0,0,0,0,0
"F32257",0,0,0,0,0,0,0,0,0
"F32258",0,0,0,334113,247164,307350,332165,217922,0
"F32259",0,0,0,152940,126511,242460,229145,219177,0
"F32260",0,0,0,298076,315610,340716,358660,338362,0
"F32261",0,0,0,33343,119093,97515,149994,107577,0
"F32262",0,0,0,0,43825,0,21389,27589,0
"F32263",4452211,5182179,6263431,6465424,5358772,5029108,4741651,3661523,0
"F32264",0,0,0,0,0,0,0,0,0
"F32265",1352043,2208920,3209078,5661894,8465384,15138433,16586147,33383135,1494645
"F32266",0,0,0,0,0,0,0,0,0
"F32269",0,0,0,0,0,0,0,0,0
"F32270",0,0,0,0,0,0,0,0,0
"F32274",0,0,0,0,0,0,0,0,0
"F32275",0,0,0,0,0,0,0,0,0
"F32276",0,0,0,0,0,0,0,0,0
"F32277",17851923,11000899,11272088,8918280,8267197,10643653,6782487,9433886,0
"F32278",0,0,0,0,0,0,0,0,0
"F32279",0,0,0,0,0,0,0,0,0
"F32280",1520377,1412221,1432391,1434042,1328366,1701356,1586644,1955281,0
"F32281",0,427799,1045401,2178237,2904882,8292584,9290278,12635099,2386583
"F32282",0,0,0,0,0,0,0,0,0
"F32283",0,0,0,0,0,0,0,0,0
"F32286",0,0,0,0,0,0,0,0,0
"F32287",0,0,0,0,0,0,0,0,0
"F32288",0,823621,813585,966774,1038750,921978,872854,827589,0
"F32289",0,0,0,0,0,0,0,0,0
"F32291",0,302185,0,0,0,0,0,0,0
"F32298",0,0,0,0,0,0,0,0,0
"F32299",0,0,0,0,0,0,0,0,0
"F32300",0,0,0,0,0,0,0,0,0
"F32301",0,0,0,0,0,0,0,0,0
"F32302",0,0,0,0,0,0,0,0,0
"F32304",0,0,0,0,0,0,0,0,0
"F32307",0,0,0,0,0,0,0,0,0
"F32308",0,0,0,0,0,0,0,0,0
"F32312",0,0,0,0,0,0,0,0,0
"F32313",0,0,0,0,0,0,0,0,0
"F32314",0,3111033,4473386,4532001,4926663,4989274,4925876,5515478,0
"F32315",504228,0,0,0,0,0,0,825223,0
"F32319",0,0,0,0,0,0,0,0,0
"F32321",0,0,0,0,0,0,0,0,0
"F32322",0,1886225,2838329,2985439,2860149,2938167,2886783,2994166,0
"F32323",0,0,0,0,0,0,0,0,0
"F32324",0,0,0,0,0,0,0,0,0
"F32325",0,0,0,0,0,0,0,0,0
"F32327",0,0,0,0,0,0,0,0,0
"F32328",0,0,0,0,0,0,0,0,0
"F32329",0,0,0,0,0,0,0,0,0
"F32332",0,0,0,0,0,0,0,0,0
"F32333",0,0,0,0,0,0,0,0,0
"F32334",0,0,0,0,0,0,0,0,0
"F32335",0,0,0,0,0,0,0,0,0
"F32336",0,0,0,0,0,0,0,0,0
"F32338",0,0,0,0,0,0,0,0,0
"F32339",0,0,0,0,0,0,0,0,0
"F32340",0,0,0,0,0,0,0,0,0
"F32341",0,0,0,0,0,0,0,0,0
"F32342",7229031,5809597,5768625,4766904,4540761,3463969,5567237,5040470,0
"F32343",0,0,0,0,0,0,0,0,0
"F32344",0,0,0,0,0,0,0,0,0
"F32345",0,0,0,0,0,0,0,0,0
"F32352",0,0,0,0,0,0,0,0,0
"F32353",0,0,0,0,0,0,0,0,0
"F32354",0,0,0,0,0,0,0,0,0
"F32355",0,0,0,0,0,0,0,0,0
"F32356",0,0,0,0,0,0,0,0,0
"F32357",0,0,0,0,0,0,0,0,0
"F32358",0,0,0,0,0,0,0,0,0
"F32359",0,0,0,0,0,0,0,0,0
"F32366",607847,0,0,0,0,0,0,0,0
"F32368",0,0,0,0,0,0,0,0,0
"F32369",0,0,0,0,0,0,0,0,0
"F32373",0,0,0,0,0,0,0,0,0
"F32374",0,0,0,0,0,0,0,0,0
"F32375",0,0,0,0,0,0,0,0,0
"F32376",0,0,0,0,0,0,0,0,0
"F32377",0,0,0,0,0,0,0,0,0
"F32379",0,0,0,0,0,0,0,80658,0
"F32380",0,0,0,0,0,0,0,0,0
"F32381",0,0,0,0,0,0,0,0,0
"F32383",0,0,0,0,0,0,0,0,0
"F32384",0,0,0,0,0,0,0,0,0
"F32385",0,0,0,0,0,0,0,0,0
"F32386",0,0,0,0,0,0,0,0,0
"F32387",0,0,0,0,0,0,0,0,0
"F32388",0,0,0,0,0,0,0,0,0
"F32389",0,0,0,0,10432,126553,139628,221938,5711
"F32390",0,0,0,781222,1313551,2907638,3276067,4614776,818440
"F32391",0,0,0,0,0,0,0,0,0
"F32392",0,0,0,0,0,0,0,0,0
"F32393",0,0,0,0,0,0,0,0,0
"F32396",10022566,17742509,19179408,19416574,20482843,19288066,19934001,22902597,0
"F32397",17239,121371,27060,122740,202811,0,0,0,0
"F32398",871190,769862,653064,619425,1056479,0,0,0,0
"F32399",0,0,0,0,0,0,0,0,0
"F32400",0,0,0,0,0,0,0,0,0
"F32401",0,0,0,0,0,0,0,0,0
"F32402",0,0,0,0,0,0,0,0,0
"F32403",0,0,0,0,0,0,0,0,0
"F32404",0,0,0,0,0,0,0,0,0
"F32405",0,0,0,0,0,0,0,0,0
"F32406",0,0,0,0,0,0,0,0,0
"F32407",0,0,0,0,0,0,0,0,0
"F32408",0,0,0,0,0,0,0,0,0
"F32409",0,0,0,0,0,0,0,0,0
"F32410",0,0,0,0,0,0,0,0,0
"F32411",0,0,0,0,0,0,0,0,0
"F32412",0,0,0,0,0,0,0,0,0
"F32413",0,0,0,0,0,0,0,0,0
"F32414",0,0,0,0,0,0,0,0,0
"F32415",0,0,0,0,0,0,0,0,0
"F32416",0,0,0,0,0,0,0,0,0
"F32418",375508,446814,518174,229485,455546,309575,467067,194207,500391
"F32419",453195,239011,230951,409945,222151,197301,307225,378461,608282
"F32423",0,0,0,0,0,0,0,0,0
"F32425",0,0,0,0,0,0,0,0,0
"F32426",0,0,0,0,0,0,0,0,0
"F32427",0,0,0,0,0,0,0,0,0
"F32428",0,0,0,0,0,0,0,0,0
"F32429",0,0,0,0,0,0,0,0,0
"F32430",0,0,0,0,0,0,0,0,0
"F32432",0,0,0,0,0,0,0,0,0
"F32433",0,0,0,0,0,0,0,0,0
"F32435",0,0,390645,0,478491,607396,542707,498015,0
"F32436",0,0,277967,0,218229,335237,254578,342957,0
"F32437",0,0,12662,0,57847,147423,71794,97134,0
"F32438",0,0,0,0,24873,0,0,0,0
"F32440",0,0,0,0,0,0,0,0,0
"F32443",0,0,0,0,0,0,0,712211,0
"F32444",0,0,0,0,0,0,0,0,0
"F32445",0,0,0,0,0,0,0,0,0
"F32446",0,0,0,0,0,0,0,0,0
"F32447",0,0,0,0,0,0,0,0,0
"F32448",0,0,0,0,0,0,0,0,0
"F32449",0,0,0,0,0,0,0,0,0
"F32450",0,801447,1013040,728090,0,797402,0,0,0
"F32451",0,0,0,0,0,0,0,0,0
"F32452",0,0,0,0,0,0,0,0,0
"F32455",0,0,0,0,0,0,0,0,0
"F32457",0,0,970192,1697207,2575634,4720226,5327244,10517504,0
"F32458",0,0,0,0,0,0,0,0,0
"F32459",0,0,0,0,0,0,0,0,0
"F32460",0,0,0,0,0,0,0,0,0
"F32461",0,0,0,0,0,0,0,0,0
"F32462",0,182191,385810,269594,335020,348654,359885,468300,0
"F32463",0,234978,308068,297993,344541,382807,359940,380248,0
"F32464",0,115246,156138,130995,175831,171126,157832,170429,0
"F32470",0,0,0,0,0,0,0,0,0
"F32471",0,0,0,0,0,0,0,0,0
"F32475",5706949,22342788,30519789,30921701,31866372,34668424,32785850,33756376,0
"F32476",0,0,0,0,0,0,0,0,0
"F32477",0,0,0,0,0,0,0,0,0
"F32483",0,0,0,0,0,0,0,0,0
"F32484",0,0,0,0,0,0,0,0,0
"F32490",530153,201703,178635,283665,129732,136698,136631,230673,472626
"F32491",705521,640493,847255,831837,773349,727259,766651,744105,586101
"F32492",0,0,0,0,0,0,0,0,0
"F32493",0,0,0,0,0,0,0,0,0
"F32494",0,0,0,0,0,0,0,0,0
"F32495",0,0,0,0,0,0,0,0,0
"F32496",0,0,0,0,0,0,0,0,0
"F32497",0,0,0,0,0,0,0,0,0
"F32499",0,0,0,0,0,0,0,0,0
"F32500",0,0,0,0,0,0,0,0,0
"F32501",0,0,0,0,0,0,0,0,0
"F32502",0,0,0,0,0,0,0,0,0
"F32503",0,0,0,0,0,0,0,0,0
